difeomorfi,微分同胚ᴰᴵ
merd,屎ᴹ
eksponometr,展计
genr,属ᴳ
masakr,屠ᴹ
kapor,山柑
link,山猫
fronton,山花
montenegr,山黑
petr,岩ᴾ
petroselin,岩伞
petrologi,岩学
petrografi,岩志
magm,岩浆
kanjon,峡ᴷ
ravin,峡ᴿ
fjord,峡湾
sublimat,崇被
kolapsoterapi,崩疗
damasken,嵌ᴰ
inkrust,嵌ᴵ
patrol,巡ᴾ
rund,巡ᴿ
turne,巡ᵀ
koincid,巧合
gigant,巨ᴳ
kolos,巨ᴷ
megalo,巨ᴹ
titan,巨ᵀ
ciklop,巨ᶜ
megafon,巨声
megalomani,巨狂
megalit,巨石
piton,巨蛇
mamut,巨象
sklerot,巩膜
egoist,己ᴱ
propr,己ᴾ
supermarkt,市ˢ
bors,市ᴮ
merkat,市ᴹ
civit,市ᶜ
kalikot,布ᴷ
bum,帆杆
top,帆楼
bras,帆索
skun,帆船
divizi,师ᴰ
persien,帘ᴾ
car,帝ᶜ
saltier,带ˢ
bend,带ᴮ
kordon,带ᴷ
laĉ,带ᴸ
rimen,带ᴿ
cintur,带ᶜ
biret,帽ᴮ
kasked,帽ᴷ
kulis,幕ᴷ
kser,干ᴷ
trunk,干ᵀ
mumi,干尸
kserografi,干志
kserofit,干植
kseroderm,干皮
kseroftalmi,干目
pemikan,干肉
fojn,干草
nivel,平ᴺ
remi,平局
planimetri,平测
planimetr,平计
aneks,并ᴬ
paralelogram,并图
aneksit,并炎
halucin,幻ᴴ
iluzi,幻ᴵ
kimer,幻ᴷ
miraĝ,幻ᴹ
fantazi,幻ᶠ
vizi,幻ⱽ
neoten,幼ᴺ
larv,幼虫
pilor,幽门
ampleks,广ᴬ
solen,庄ˢ
latifundi,庄ᴸ
majest,庄严
pask,庆ᴾ
celebr,庆ᶜ
jubile,庆典
azil,庇ᴬ
mecenat,庇ᴹ
sekvenc,序ˢ
uvertur,序曲
arsenal,库ᴬ
bibliotek,库ᴮ
garaĝ,库ᴳ
remiz,库ᴿ
bent,底栖
hierodul,庙奴
abol,废ᴬ
kasaci,废ᴷ
skal,度ˢ
katedr,座ᴷ
tron,座ᵀ
knik,座屈
ambulatori,廊ᴬ
galeri,廊ᴳ
nav,廊ᴺ
kontur,廓ᴷ
moratori,延ᴹ
duktil,延展
kuriterapi,廷疗
fond,建ᶠ
arkitekt,建筑
apert,开ᴬ
inaŭgur,开ᴵ
ekskomunik,开除
anomali,异ᴬ
diferenc,异ᴰ
ekzot,异ᴱ
hetero,异ᴴ
pagan,异ᴾ
ektopi,异位
alotrofi,异养
alofon,异声
alotrop,异形
izomer,异构
heterogen,异生
alopati,异病
herez,异端
heteropter,异翅
kontest,异议
abnegaci,弃ᴬ
ceremoni,式ᶜ
formul,式ᶠ
balist,弓炮
gravit,引ᴳ
fuze,引信
seton,引流
gravitometri,引测
ekstradici,引渡
prajm,引爆
lem,引理
gravitometr,引计
kordit,弦炎
asteni,弱ᴬ
debil,弱ᴰ
ambliop,弱视
elast,弹ᴱ
kugl,弹ᴷ
obus,弹ᴼ
risort,弹簧
munici,弹药
balistik,弹道
emfaz,强ᴱ
trud,强ᵀ
tetan,强直
lombard,当ᴸ
instanc,当局
katalog,录ᴷ
protokol,录ᴾ
adjektiv,形ᴬ
morf,形ᴹ
formiil,形基
morfologi,形学
morfogenez,形源
formiat,形盐
loteri,彩ᴸ
polikromi,彩ᴾ
vitral,彩窗
influ,影ᴵ
film,影ᶠ
insinu,影射
kampanj,役ᴷ
konskripci,征兵
rekrut,征募
rekvizici,征用
kalibr,径ᴷ
pad,径ᴾ
radial,径ᴿ
atend,待ᴬ
iredent,待收
disciplin,律ᴰ
kadenc,律ᴷ
ritm,律ᴿ
adept,徒ᴬ
disĉipl,徒ᴰ
infinitezim,微ᴵ
liliput,微ᴸ
nuanc,微ᴺ
mikrotom,微切
mikromov,微动
mikrofon,微声
mikrokosm,微宇
mikrofilm,微影
mikrokristal,微晶
mikrokanel,微槽
mikroond,微波
mikrolit,微石
mikrometr,微米
mikrograjn,微粒
mikrokok,微菌
mikroskop,微镜
briz,微风
moral,德ᴹ
armori,徽ᴬ
blazon,徽ᴮ
emblem,徽ᴱ
heraldik,徽ᴴ
kokard,徽ᴷ
mens,心ᴹ
psikologi,心ᴾ
kardioid,心似
kardiotomi,心切
psikiatr,心医
kardiogram,心图
kardiologi,心学
psikopat,心病
psikoz,心症
karpel,心皮
kardiograf,心记
stoik,忍ˢ
pacienc,忍ᴾ
kaprifoli,忍冬
grafi,志ᴳ
amnezi,忘ᴬ
lojal,忠ᴸ
anksi,忧虑
rozari,念珠
neglekt,忽ᴺ
nostalgi,怀旧
aci,态ᴬ
ekologi,态ᴱ
fob,怕ᶠ
horor,怖ᴴ
kontempl,思ᴷ
medit,思ᴹ
sukur,急救
seks,性ˢ
amor,性ᴬ
seksologi,性学
vener,性病
gonad,性腺
ekstravaganc,怪ᴱ
grotesk,怪ᴳ
poltron,怯ᴾ
total,总ᵀ
involukr,总苞
partitur,总谱
dinornit,恐鸟
dinosaŭr,恐龙
permanent,恒ᴾ
spirator,息具
spirometri,息测
polip,息肉
spirometr,息计
kanajl,恶棍
meger,悍妇
kontrici,悔ᴷ
rimors,悔ᴿ
delekt,悦ᴰ
pesim,悲ᴾ
tragedi,悲ᵀ
pesimist,悲家
afekci,情ᴬ
emoci,情ᴱ
humor,情ᴴ
madrigal,情歌
surpriz,惊ˢ
konstern,惊ᴷ
inerci,惯ᴵ
imag,想ᴵ
konvalesk,愈ᴷ
senc,意ˢ
ideogram,意字
idiot,愚ᴵ
fol,愚ᶠ
estez,感ᴱ
induk,感ᴵ
sentimental,感伤
sensometri,感测
estezometr,感计
bonvol,愿ᴮ
adaĝ,慢ᴬ
parodi,戏仿
prestidigit,戏法
sukces,成ˢ
adolt,成ᴬ
konsist,成ᴷ
imagin,成虫
konfekci,成衣
atm,我ᴬ
ni,我们
disjunkci,或ᴰ
batal,战ᴮ
polem,战ᴾ
polemologi,战学
tank,战车
kontor,所ᴷ
migdal,扁桃
kiral,手ᴷ
gant,手套
masturb,手淫
kiromanci,手相
grenad,手雷
apenaŭ,才ᴬ
talent,才ᵀ
draŝ,打ᴰ
tajp,打ᵀ
paled,托盘
agraf,扣ᴬ
amplifikator,扩具
skan,扫ˢ
skanografi,扫志
komet,扫星
skanograf,扫记
troke,扬抑
perturb,扰ᴾ
perturbograf,扰记
fotel,扶椅
pamflet,批文
inĝenier,技ᴵ
teknikologi,技学
sordin,抑ˢ
inhibici,抑ᴵ
jamb,抑扬
spekul,投ˢ
spekulaci,投机
invest,投资
anti,抗ᴬ
rezist,抗ᴿ
antikorp,抗体
antigen,抗原
antifraz,抗句
antifon,抗声
antinomi,抗律
antipati,抗情
anticiklon,抗旋
antitoksin,抗毒
antipartikl,抗粒
antiseps,抗腐
antistrof,抗节
antipod,抗足
ekscepci,抗辩
antitez,抗题
plis,折ᴾ
rabat,折ᴿ
zigzag,折ᶻ
eklektik,折衷
refraktometr,折计
eskort,护ᴱ
konvoj,护ᴷ
protekt,护ᴾ
fleg,护ᶠ
pasport,护照
talisman,护符
korvet,护舰
bulten,报ᴮ
depeŝ,报ᴰ
raport,报ᴿ
telegraf,报ᵀ
reprezali,报复
referat,报被
pelerin,披ᴾ
ŝal,披肩
bojkot,抵制
ekstrakt,抽ᴱ
spasm,抽筋
konvulsi,抽风
bazidi,担子
brankard,担架
haŭl,拉ᴴ
zip,拉链
ikt,拍ᴵ
raked,拍ᴿ
takt,拍ᵀ
fotogravur,拍刻
aŭkci,拍卖
fototip,拍型
fotografi,拍志
fotostat,拍态
fotokromi,拍色
trol,拖网
remork,拖车
pantofl,拖鞋
nekromanci,招魂
kult,拜ᴷ
pilgrim,拜ᴾ
riverenc,拜ᴿ
vring,拧ⱽ
tordometr,拧计
impoŝt,拱座
arkad,拱廊
cintr,拱架
boks,拳击
parget,拼ᴾ
kakemon,挂轴
mobil,挂饰
indik,指ᴵ
dirigent,指挥
eksponent,指数
daktilograf,指记
daktiloskopi,指镜
defi,挑战
drag,挖泥
volatil,挥发
kontuz,挫伤
oscil,振ᴼ
vibrator,振具
vibrafon,振声
vibrometr,振计
oscilograf,振记
osciloskop,振镜
elegi,挽歌
averi,损ᴬ
kompromit,损ᴷ
permut,换ᴾ
komutator,换具
aline,换行
pistil,捣具
inic,授ᴵ
metakarp,掌骨
dren,排ᴰ
kompost,排ᴷ
sape,掘ˢ
sond,探ˢ
prospektor,探矿
splis,接ˢ
junt,接ᴶ
tanĝ,接ᵀ
stafet,接力
aŭdienc,接见
sambuk,接骨
inferenc,推ᴵ
rezon,推ᴿ
taŭz,揉ᵀ
suflor,提ˢ
admiral,提督
ĵakard,提花
insert,插ᴵ
ĵak,插孔
denunc,揭ᴰ
pudl,搅炼
regent,摄政
celsius,摄氏
bask,摆ᴮ
balanc,摇ᴮ
lul,摇ᴸ
vobl,摇ⱽ
gurd,摇琴
enukle,摘ᴱ
perkut,撞ᴾ
ram,撞ᴿ
gimnastik,操ᴳ
manovr,操ᴹ
fik,操ᶠ
manipulator,操具
ekskori,擦伤
mung,擦鼻
bronk,支ᴮ
klad,支ᴷ
fili,支ᶠ
kladik,支学
kladogenez,支源
bronkit,支炎
bronkoskop,支镜
adopt,收ᴬ
ferl,收ᶠ
falĉ,收割
amend,改ᴬ
modif,改ᴹ
prozelit,改宗
reformaci,改革
ofensiv,攻ᴼ
razi,攻ᴿ
impertinent,放肆
puĉ,政变
politologi,政学
valid,效ⱽ
rendiment,效率
advers,敌ᴬ
antagonist,敌家
prompt,敏ᴾ
mesi,救世
didaktik,教ᴰ
eklezi,教ᴱ
pedagog,教ᴾ
civiliz,教ᶜ
doktrin,教义
guvern,教养
edif,教化
klerik,教士
instruktor,教官
klerikal,教权
dogm,教条
pap,教皇
sporad,散ˢ
eman,散ᴱ
loz,散ᴸ
astigmat,散光
proz,散文
radiator,散热
midriaz,散瞳
arpeĝ,散音
devot,敬ᴰ
omaĝ,敬ᴼ
pi,敬ᴾ
pietist,敬家
cifer,数ᶜ
matematik,数学
daten,数据
aranĝ,整ᴬ
entjer,整ᴱ
rektif,整ᴿ
kiropraktik,整脊
kompres,敷ᴷ
foment,敷ᶠ
artikol,文ᴬ
beletr,文ᴮ
literatur,文ᴸ
tekst,文ᵀ
porfir,斑岩
zebr,斑马
tore,斗牛
strab,斜ˢ
bevel,斜ᴮ
diagonal,斜ᴰ
oblikv,斜ᴼ
strabotomi,斜切
skalen,斜角
klinometr,斜计
hipotenuz,斜边
intermit,断ᴵ
gilotin,断头
faŭlt,断层
nova,新星
neoplasm,新浆
neoplazi,新生
neolog,新话
kub,方ᴷ
recept,方ᴿ
tetragon,方ᵀ
karo,方块
varianc,方差
ekvaci,方程
arke,方舟
brigad,旅ᴮ
turist,旅ᵀ
itiner,旅程
spiral,旋ˢ
pivot,旋ᴾ
rotaci,旋ᴿ
turb,旋ᵀ
ciklon,旋ᶜ
giromagnet,旋磁
kalistegi,旋花
girometr,旋计
giroskop,旋镜
etn,族ᴱ
gent,族ᴳ
klan,族ᴷ
trib,族ᵀ
etnologi,族学
etnografi,族志
etnograf,族记
patriark,族长
standard,旗ˢ
veksil,旗ⱽ
veksilologi,旗学
nenia,无a
nenie,无e
nenio,无o
neniu,无u
infinit,无ᴵ
neni,无ᴺ
nenies,无之
prolet,无产
atrofi,无养
akinezi,无动
anonim,无名
nenial,无因
afoni,无声
analfabet,无字
astat,无定
nihilist,无家
anuri,无尿
aplanat,无差
atoni,无张
amorf,无形
agrafi,无志
apati,无情
anestez,无感
anark,无政
neniam,无时
neniel,无样
anoksi,无氧
anhidr,无水
aneroid,无液
apetal,无瓣
azo,无生
inocent,无罪
aseps,无腐
akromat,无色
apod,无足
neniom,无量
diurn,日ᴰ
helio,日ᴴ
heliogravur,日刻
heliotrop,日向
heliocentr,日央
heliostat,日态
helioterapi,日疗
helioskop,日镜
viadukt,旱桥
kronologi,时学
uzukap,时效
kronometri,时测
kronometr,时计
kronograf,时记
eksplicit,明ᴱ
lucid,明ᴸ
gelaten,明胶
krepusk,昏ᴷ
komatogen,昏生
labil,易变
astr,星ᴬ
planed,星ᴾ
nebuloz,星云
asterisk,星号
astronom,星学
konstelaci,星座
galaksi,星系
astronaŭt,星航
enantio,映ᴱ
enantiotrop,映向
enantiomorf,映形
kinoskop,映镜
vernaliz,春化
evident,显ᴱ
manifest,显ᴹ
areol,晕ᴬ
nimb,晕ᴺ
vertiĝ,晕ⱽ
stomp,晕染
universal,普ᵁ
cens,普ᶜ
konjunktur,景气
kristalin,晶体
kristalografi,晶志
kristalograf,晶记
intelekt,智ᴵ
obskur,暗ᴼ
tenebr,暗ᵀ
kulvert,暗渠
sugesti,暗示
brutal,暴ᴮ
tiran,暴ᵀ
feroc,暴ᶠ
violent,暴ⱽ
brusk,暴躁
uragan,暴风
hiperbol,曲ᴴ
romanc,曲ᴿ
krank,曲柄
substitu,替ˢ
dubl,替ᴰ
alternator,替具
sozi,替身
minimum,最小
monat,月ᴹ
menstru,月经
lamprid,月鱼
posed,有ᴾ
organik,有机
jak,服ᴶ
konvink,服ᴷ
persvad,服ᴾ
perspektiv,望ᴾ
haĝ,朝拜
semestr,期ˢ
period,期ᴾ
trimestr,期ᵀ
sorp,木ˢ
anon,木ᴬ
berberis,木ᴮ
der,木ᴰ
evonim,木ᴱ
gnet,木ᴳ
heve,木ᴴ
iksor,木ᴵ
jambos,木ᴶ
ksil,木ᴷ
muskat,木ᴹ
naŭl,木ᴺ
orn,木ᴼ
perse,木ᴾ
ro,木ᴿ
tili,木ᵀ
ulm,木ᵁ
ceib,木ᶜ
flog,木ᶠ
zelkov,木ᶻ
viburn,木ⱽ
ksilofon,木声
ksilografi,木志
suber,木栓
kapok,木棉
magnolifit,木植
papaj,木瓜
kumarat,木盐
ksiloz,木糖
ksilograf,木记
kreozot,木馏
futurologi,未学
imperfekt,未完
apokalips,末启
vermiljon,朱ⱽ
rustik,朴ᴿ
mitral,机枪
lokomotiv,机车
murd,杀ᴹ
hibrid,杂ᴴ
akrobat,杂技
variete,杂耍
suveren,权ˢ
aŭtoritat,权ᴬ
prerogativ,权ᴾ
statur,材ˢ
juniper,杜松
azale,杜鹃
buked,束ᴮ
garb,束ᴳ
jug,束缚
korset,束腰
lat,条ᴸ
traktat,条约
teni,条虫
kalik,杯ᴷ
pokal,杯ᴾ
tas,杯ᵀ
eminent,杰ᴱ
prod,杰ᴾ
pinofit,松植
kolofon,松香
garol,松鸦
sciur,松鼠
slab,板ˢ
bret,板ᴮ
karton,板ᴷ
lad,板ᴸ
tabul,板ᵀ
ardez,板岩
plakoderm,板皮
diplo,板障
arkt,极ᴬ
maksimum,极ᴹ
polus,极ᴾ
ultra,极ᵁ
polariz,极化
polarografi,极志
ultramar,极海
polarimetr,极计
polarograf,极记
instituci,构ᴵ
tektonik,构造
skand,析ˢ
bosk,林ᴮ
forst,林ᶠ
aniz,果ᴬ
gujav,果ᴳ
konsekvenc,果ᴷ
lici,果ᴸ
mirtel,果ᴹ
nuks,果ᴺ
pampelmus,果ᴾ
rezult,果ᴿ
citron,果ᶜ
hort,果园
fruktologi,果学
fruktoz,果糖
rezultat,果被
marmelad,果酱
rabd,枝ᴿ
verg,枝ⱽ
kardinal,枢机
jujub,枣ᴶ
zizif,枣ᶻ
pistol,枪ᴾ
stabl,架ˢ
trus,架ᵀ
stip,柄ˢ
ia,某a
ie,某e
io,某o
iu,某u
ies,某之
ial,某因
iam,某时
iel,某样
iom,某量
citrat,柑盐
kontaĝ,染ᴷ
tinktur,染ᵀ
supl,柔ˢ
tener,柔ᵀ
ĵud,柔道
komod,柜ᴷ
limon,柠檬
sekvestr,查封
kolon,柱ᴷ
pilastr,柱ᴾ
fost,柱ᶠ
kapitel,柱头
portik,柱廊
popl,柳ᴾ
vimen,柳ⱽ
salikat,柳盐
fasĉin,柴束
dizel,柴油
diospir,柿ᴰ
kakinok,柿ᴷ
ŝibu,柿涩
hurd,栅ᴴ
brisur,标ᴮ
etiked,标ᴱ
mark,标ᴹ
interpunkci,标点
skalar,标量
barier,栏ᴮ
parapet,栏ᴾ
rubrik,栏ᴿ
dendro,树ᴰ
notofag,树ᴺ
fag,树ᶠ
arbologi,树学
ake,树懒
gajl,树瘤
bolt,栓ᴮ
dubel,栓ᴰ
embol,栓ᴱ
rigl,栓ᴿ
emboloz,栓症
trombocit,栓胞
trombektomi,栓除
maron,栗ᴹ
gimnazi,校ᴳ
muestr,样ᴹ
nukle,核ᴺ
nukleon,核子
drup,核果
jugland,核桃
nuklegami,核配
rizomorf,根形
radiklit,根炎
draĵ,根芽
rizom,根茎
rizopod,根足
deklinaci,格ᴰ
latis,格ᴸ
karakterologi,格学
maksim,格言
kultivator,栽具
laŭr,桂ᴸ
fram,框ᶠ
arkiv,档ᴬ
briĝ,桥牌
galer,桨船
palis,桩ᴾ
sitel,桶ˢ
barel,桶ᴮ
tin,桶ᵀ
daŭb,桶板
baŭ,梁ᴮ
lintel,梁ᴸ
patn,梁ᴾ
mume,梅ᴹ
sifilis,梅毒
tref,梅花
pedunkl,梗ᴾ
infarktogen,梗生
somnambul,梦游
inkub,梦魔
eskal,梯ᴱ
trapez,梯ᵀ
eskalator,梯具
eskalon,梯队
meĥaniz,械化
meĥanist,械家
meĥanografi,械志
meĥanoterapi,械疗
meĥanograf,械记
skrutini,检ˢ
detekt,检ᴰ
ekzamen,检ᴱ
inspektor,检ᴵ
prokuror,检察
nekropsi,检尸
koton,棉ᴷ
tampon,棉塞
basbal,棒球
arek,棕ᴬ
laŭb,棚ᴸ
markez,棚ᴹ
pergol,棚ᴾ
hangar,棚库
bastion,棱堡
prism,棱镜
sarkofag,棺ˢ
botanik,植ᴮ
fit,植ᶠ
vegetal,植ⱽ
plantologi,植学
fitoterapi,植疗
flaŭr,植相
oval,椭圆
kopr,椰干
sinoptik,概ˢ
epitom,概ᴱ
koncept,概ᴷ
noci,概ᴺ
resum,概ᴿ
punik,榴ᴾ
limin,槛ᴸ
alveol,槽ᴬ
kanel,槽ᴷ
rabet,槽ᴿ
trog,槽ᵀ
transvers,横ᵀ
rung,横档
sakur,樱ˢ
meriz,樱ᴹ
oliv,橄榄
glan,橡ᴳ
vizier,檐ⱽ
debet,欠ᴰ
osced,欠ᴼ
sekundar,次ˢ
jovial,欢ᴶ
aklam,欢呼
eŭfori,欣快
eŭroparlament,欧议
apetit,欲ᴬ
klaŭz,款ᴷ
regal,款ᴿ
tanka,歌ᵀ
oper,歌剧
apne,止ᴬ
legitim,正ᴸ
normal,正ᴺ
pozitiv,正ᴾ
ortodoks,正统
eŭmetrop,正视
fasad,正面
cis,此ᶜ
marŝ,步ᴹ
infanteri,步兵
samuraj,武士
ambigu,歧义
letal,死ᴸ
nekr,死ᴺ
nekrolog,死志
nekrofili,死爱
nekroz,死症
mutil,残ᴹ
invalid,残疾
vrak,残船
prolifer,殖ᴾ
segment,段ˢ
metamer,段ᴹ
galant,殷勤
matriark,母系
toks,毒ᵀ
koni,毒参
toksologi,毒学
upas,毒木
miasm,毒气
toksomani,毒狂
ŝankr,毒疮
cikut,毒芹
mancinel,毒苹
viper,毒蛇
lol,毒麦
proporci,比ᴾ
rati,比ᴿ
lan,毛ᴸ
trikoplazi,毛生
trikopati,毛病
kapilar,毛细
flanel,毛绒
trikopter,毛翅
trikomicet,毛菌
raŭp,毛虫
miligram,毫克
demokrati,民ᴰ
civil,民ᶜ
folklor,民俗
milic,民兵
gas,气ᴳ
heli,气ᴴ
kripton,气ᴷ
meteo,气ᴹ
neon,气ᴺ
odor,气ᴼ
pneŭmat,气ᴾ
radon,气ᴿ
fluor,气ᶠ
veter,气ⱽ
klimat,气候
aeroplan,气划
fluorid,气化
aerogram,气图
aerologi,气学
atmosferografi,气志
aerostat,气态
aerometri,气测
aerobi,气生
aerolit,气石
trake,气管
emfizem,气肿
aeronaŭt,气航
aeremi,气血
gasmetr,气计
aerodrom,气道
hidrid,氢化
redoks,氧减
oksid,氧化
oksigen,氧生
sulfam,氨硫
azot,氮ᴬ
nitrid,氮化
azoturi,氮尿
nitrogen,氮生
nitrat,氮盐
azotemi,氮血
klorid,氯化
kloroform,氯形
klorat,氯盐
kloremi,氯血
hidr,水ᴴ
merkred,水ᴹ
narcis,水仙
hidroplan,水划
hidrodinamik,水力
hidrat,水合
hidrofon,水声
hidrocefal,水头
hidrologi,水学
akvarel,水彩
hidrografi,水志
hidrofob,水怕
meduz,水母
hidroksi,水氧
cement,水泥
hidrometri,水测
irigaci,水渠
hidroterm,水热
hidrofil,水爱
bubal,水牛
hidrosfer,水球
hidrogen,水生
hidroelektr,水电
hidroterapi,水疗
hidrofobi,水症
hidrokarbon,水碳
guaŝ,水粉
staki,水苏
hidroliz,水解
hidrometr,水计
hidrograf,水记
hidracid,水酸
hidrostatik,水静
most,汁ᴹ
kvadratur,求积
postulat,求被
kambi,汇ᴷ
asembl,汇编
amalgam,汞齐
polu,污ᴾ
benzin,汽油
vapormetr,汽计
sediment,沉ˢ
precipit,沉ᴾ
sedimentologi,沉学
kason,沉箱
dun,沙丘
susur,沙响
raŭk,沙哑
kloak,沟ᴷ
tranĉe,沟ᵀ
konfisk,没收
asfalt,沥青
deprim,沮丧
potam,河ᴾ
kastor,河狸
bolometr,沸计
petrol,油ᴾ
oleosom,油体
nap,油菜
oleometr,油计
domin,治ᴰ
krat,治ᴷ
dominant,治在
metan,沼气
metod,法ᴹ
rimed,法ᴿ
pretor,法官
tribunal,法院
bobel,泡ᴮ
efervesk,泡ᴱ
infuz,泡ᴵ
herpet,泡疹
muar,波纹
ondometr,波计
pure,泥ᴾ
marn,泥灰
torf,泥炭
skoli,注ˢ
glos,注ᴳ
injekt,注ᴵ
komentari,注ᴷ
dakriocist,泪囊
diare,泻ᴰ
lagun,泻湖
alism,泽泻
oceanologi,洋学
oceanografi,洋志
karmin,洋红
bapt,洗ᴮ
deterg,洗ᴰ
sinus,洞ˢ
antr,洞ᴬ
grot,洞ᴳ
kavator,洞具
speleologi,洞学
aktiv,活ᴬ
vivisekci,活切
piŝt,活塞
sekt,派ˢ
konfesi,派ᴷ
reo,流ᴿ
fluid,流体
reologi,流学
reostat,流态
grip,流感
fluometr,流计
neritik,浅海
morter,浆ᴹ
ber,浆果
seroz,浆膜
plasmogami,浆配
bir,测ᴮ
gaŭĝ,测ᴳ
test,测ᵀ
geodezi,测地
romantik,浪漫
pelag,浮ᴾ
plankton,浮游
holoturi,海参
asteri,海星
aŭreli,海月
salp,海桶
procelari,海燕
pirat,海盗
spong,海绵
ekin,海胆
aktini,海葵
promontor,海角
delfen,海豚
fok,海豹
infiltr,浸ᴵ
macer,浸ᴹ
perkol,浸ᴾ
ru,浸ᴿ
perkolator,浸具
perkolat,浸被
stuk,涂ˢ
racem,消旋
desinfekt,消毒
interfer,涉ᴵ
koncern,涉ᴷ
padel,涉ᴾ
interferometri,涉测
interferometr,涉计
turbin,涡ᵀ
vortic,涡ⱽ
lubrik,润滑
hidraŭlik,液压
fekul,淀粉
elu,淋ᴱ
limf,淋ᴸ
limfocit,淋胞
gonokok,淋菌
paŝtel,淡ᴾ
kongest,淤ᴷ
lasciv,淫ᴸ
obscen,淫ᴼ
pornografi,淫志
pornograf,淫记
batometri,深测
karmezin,深红
batometr,深计
sinkret,混ˢ
kaos,混乱
beton,混凝
likvid,清ᴸ
net,清ᴺ
puritan,清教
sufuz,渗ˢ
eksud,渗ᴱ
osmozmetr,渗计
kanaliz,渠化
korak,渡鸦
skori,渣ˢ
rekrement,渣ᴿ
aspir,渴ᴬ
dipso,渴ᴰ
dipsomani,渴狂
ekskurs,游ᴱ
turism,游ᵀ
geril,游击
goliard,游学
lobi,游说
sinu,湾ˢ
higrometri,湿测
higrometr,湿计
higrograf,湿记
higroskop,湿镜
deven,源ᴰ
etim,源ᴱ
genez,源ᴳ
etimologi,源学
ski,滑ˢ
sinoviit,滑炎
talk,滑石
glis,滑翔
puli,滑轮
bleni,滑鱼
histerez,滞ᴴ
kontent,满ᴷ
strand,滩ˢ
titr,滴定
tiktak,滴答
uruŝi,漆ᵁ
vernis,漆ⱽ
stomi,漏ˢ
funel,漏斗
dedukt,演绎
orator,演说
latent,潜ᴸ
skafandr,潜衣
gavi,潜鸟
likvesk,潮解
stimul,激ˢ
laser,激光
torent,激流
hormon,激素
arbust,灌木
mard,火ᴹ
vulkan,火山
piroteknik,火技
musked,火枪
piroelektr,火电
lapil,火砾
piromagnet,火磁
raket,火箭
tindr,火绒
ŝink,火腿
spark,火花
pulv,火药
kremaci,火葬
piroliz,火解
pirometr,火计
meleagr,火鸡
genocid,灭族
lantern,灯笼
kalk,灰ᴷ
cindr,灰ᶜ
spiritualist,灵家
primat,灵长
kaŭteriz,灼化
sinistr,灾ˢ
plag,灾ᴾ
stov,炉ˢ
etuv,炉ᴱ
kamen,炉ᴷ
mufl,炉ᴹ
inflam,炎ᴵ
bravur,炫ᴮ
braĝ,炭ᴮ
karbid,炭化
antraks,炭疮
petard,炮ᴾ
artileri,炮兵
afust,炮架
dinamit,炸ᴰ
benjet,炸糕
desert,点ᴰ
afinaci,炼ᴬ
alkemi,炼金
kandelabr,烛台
tabak,烟ᵀ
cigared,烟ᶜ
pip,烟斗
fulg,烟灰
nikotin,烟碱
graten,烤ᴳ
rost,烤ᴿ
toast,烤包
kebab,烤肉
agac,烦ᴬ
kalcin,烧ᴷ
brog,烫ᴮ
ard,热ᴬ
entuziasm,热ᴱ
term,热ᵀ
fervor,热ᶠ
termopar,热偶
termodinamik,热力
termologi,热学
tropik,热带
termostat,热态
termonukle,热核
termofont,热泉
termometri,热测
termoban,热浴
termogenez,热源
termokaŭter,热灼
termobotel,热瓶
termogen,热生
termoelektr,热电
termoterapi,热疗
termoelement,热素
termograf,热记
termorelajs,热转
termokupl,热连
termoskop,热镜
termostatik,热静
gastronomi,烹ᴳ
veld,焊ⱽ
fen,焚风
gudr,焦油
fokus,焦点
eskar,焦疤
karamel,焦糖
ilumin,照ᴵ
stuf,煮ˢ
brez,煮ᴮ
frikas,煮ᶠ
gulaŝ,煮牛
demagog,煽动
pand,熊猫
laf,熔岩
krisol,熔锅
familiar,熟ᶠ
fuel,燃ᶠ
frak,燕尾
fring,燕雀
aven,燕麦
klik,爪ᴷ
grimp,爬ᴳ
krabl,爬ᴷ
saŭr,爬虫
patriot,爱国
filologi,爱学
patrologi,父学
split,片ˢ
lamen,片ᴸ
skist,片岩
format,版ᶠ
gingiv,牙肉
oks,牛ᴼ
poefag,牛ᴾ
bifstek,牛排
sukijak,牛锅
peoni,牡丹
taŭr,牡牛
bagn,牢ᴮ
nomad,牧ᴺ
gres,牧草
objekt,物ᴼ
fizik,物理
fetiĉ,物神
ekstr,特ᴱ
karakteriz,特ᴷ
trajt,特ᵀ
ejgen,特征
privilegi,特权
patent,特许
dog,犬ᴰ
kanis,犬ᴷ
amok,狂ᴬ
delir,狂ᴰ
histeri,狂ᴴ
lunatik,狂ᴸ
rabi,狂ᴿ
frenez,狂ᶠ
karnaval,狂欢
apart,独ᴬ
diktator,独裁
sfinks,狮面
grif,狮鹰
gehen,狱ᴳ
narak,狱ᴺ
prizon,狱ᴾ
pred,猎ᴾ
spekulativ,猜ˢ
konjekt,猜ᴷ
su,猪ˢ
apr,猪ᴬ
ŝmalc,猪油
felis,猫ᶠ
dediĉ,献ᴰ
konsekr,献ᴷ
sajmiri,猴ˢ
aot,猴ᴬ
entel,猴ᴱ
gibon,猴ᴳ
hapal,猴ᴴ
indri,猴ᴵ
kolob,猴ᴷ
loris,猴ᴸ
magot,猴ᴹ
orangutan,猴ᴼ
piteci,猴ᴾ
resus,猴ᴿ
titi,猴ᵀ
